iter	MultiClass
117	0.06153042297
118	0.06141587387
119	0.06122586346
120	0.06118233351
121	0.0605757748
122	0.06022274555
123	0.06007023234
124	0.06000537443
125	0.05987794361
126	0.05956105093
127	0.05938159021
128	0.05910641801
129	0.05906847078
130	0.05871910306
131	0.05866158418
132	0.05818568486
133	0.0581189766
134	0.05759262383
135	0.05728914052
136	0.05727240943
137	0.05709554332
138	0.05671018286
139	0.05657102168
140	0.05623076424
141	0.0558466162
142	0.05474801459
143	0.05451369729
144	0.05443505307
145	0.05337640922
146	0.05311173119
147	0.05290464663
148	0.05271433519
149	0.05197237015
150	0.05180313088
151	0.05159906363
152	0.05105839307
153	0.05062898074
154	0.05051877486
155	0.05007814021
156	0.04995929464
157	0.04984357464
158	0.04979194777
159	0.04965701984
160	0.04948170688
161	0.04917822244
162	0.04902140264
163	0.04889268648
164	0.04861861469
165	0.04837443968
166	0.04807101641
167	0.04774286584
168	0.04766100751
169	0.04667715675
170	0.04652753509
171	0.0464361195
172	0.04630809777
173	0.04594851641
174	0.04587468665
175	0.04548007241
176	0.04532634609
177	0.04526662104
178	0.04516536818
179	0.0450436192
180	0.04482339296
181	0.04455976426
182	0.04418933072
183	0.04389031327
184	0.04382367854
185	0.04373311799
186	0.04353994082
187	0.04350712814
188	0.04332624913
189	0.04318993321
190	0.04306527848
191	0.04295628669
192	0.04259401406
193	0.04222268414
194	0.04189883808
195	0.04183264143
196	0.04179548258
197	0.0414791336
198	0.04112938643
199	0.04073842812
200	0.04042029288
201	0.04024689557
202	0.03989827399
203	0.03969725655
204	0.03946424161
205	0.03935432253
206	0.03914949658
207	0.03898788172
208	0.03893371211
209	0.03882636885
210	0.03871870831
211	0.03861606013
212	0.03830101644
213	0.03806259787
214	0.03792955663
215	0.03777162638
216	0.03768458194
217	0.03763488941
218	0.0375798318
219	0.0375093098
220	0.03734476105
221	0.03723951016
222	0.03701483267
223	0.03696198212
224	0.03688130634
225	0.03686390153
226	0.03663019442
227	0.03659669296
228	0.03650754267
229	0.0364372541
230	0.03602247621
231	0.03540296346
232	0.03535691753
233	0.03519426491
234	0.03508599979
235	0.03490397678
236	0.03483706696
237	0.03470288638
238	0.03465136637
239	0.03462549226
240	0.03443782988
241	0.03437784146
242	0.0342934994
243	0.03419587092
244	0.03409972568
245	0.03398925931
246	0.0339445837
247	0.03376706588
248	0.03357779049
249	0.03352990492
250	0.03323878212
251	0.03316496705
252	0.03300082562
253	0.0329763934
254	0.03291068674
255	0.03283275242
256	0.03275881374
257	0.03271616542
258	0.03266869121
259	0.03264542424
260	0.03261377821
261	0.03247470013
262	0.03242153756
263	0.0323732712
264	0.03220818157
265	0.03207371611
266	0.03197148013
267	0.03178968781
268	0.03171943607
269	0.03168727465
270	0.03159756197
271	0.03158589628
272	0.0315313275
273	0.0314638354
274	0.03123791265
275	0.03116796159
276	0.03114772148
277	0.0310750505
278	0.03102898712
279	0.03095758118
280	0.03071071411
281	0.03069433209
282	0.03041254962
283	0.03035041328
284	0.0301488968
285	0.02969060281
286	0.02964905186
287	0.02957512212
288	0.02951535637
289	0.02945937229
290	0.02942211066
291	0.02938141482
292	0.0290979665
293	0.02906008597
294	0.0289596264
295	0.02890910654
296	0.02883761584
297	0.02878372466
298	0.02846286646
299	0.0283997454
300	0.02830762418
301	0.02822430714
302	0.02817311069
303	0.02796869525
304	0.02785874795
305	0.02782569231
306	0.02779827791
307	0.02770353938
308	0.02763260402
309	0.02756907983
310	0.02754634891
311	0.02752230844
312	0.02748035262
313	0.02739644692
314	0.02736559413
315	0.02731302377
316	0.02700068174
317	0.02695994361
318	0.02690830575
319	0.02686008894
320	0.02683365173
321	0.02679429504
322	0.02675530576
323	0.02661558058
324	0.02649474165
325	0.02646802708
326	0.02637888789
327	0.0262477043
328	0.02618420086
329	0.02613274072
330	0.02597345447
331	0.02594092631
332	0.02591808042
333	0.02577021295
334	0.02564516179
335	0.02561253447
336	0.0255463515
337	0.0254845569
338	0.02545740862
339	0.02532664327
340	0.02513838376
341	0.02512774811
342	0.02502658131
343	0.02492984293
344	0.02490970488
345	0.0247860201
346	0.02476513763
347	0.02467679159
348	0.02465747288
349	0.02463075542
350	0.02451739862
351	0.02446874495
352	0.02435546582
353	0.02418477598
354	0.02412840709
355	0.02407130355
356	0.02403685255
357	0.02400501817
358	0.02395576805
359	0.02386013172
360	0.0238105111
361	0.02372348295
362	0.02370546119
363	0.02364168231
364	0.02362527464
365	0.02355523351
366	0.02354310508
367	0.02310627438
368	0.0230610299
369	0.02289823665
370	0.02277301825
371	0.02273863922
372	0.02266201774
373	0.02263996258
374	0.02260140168
375	0.0225256328
376	0.02248239588
377	0.02247313953
378	0.02245282402
379	0.02241594275
380	0.02209183398
381	0.0220256932
382	0.02198792711
383	0.02187930686
384	0.02183485821
385	0.02181623124
386	0.02178831506
387	0.02176487446
388	0.0215574427
389	0.02151185907
390	0.02144013932
391	0.02140253142
392	0.02116635143
393	0.02113862162
394	0.0209826822
395	0.02094257747
396	0.02085450383
397	0.02079184295
398	0.02077411183
399	0.0207087143
400	0.02059893576
401	0.02053366498
402	0.02051046472
403	0.02046524649
404	0.02042500218
405	0.02037570999
406	0.02016504171
407	0.02007001032
408	0.02005315998
409	0.02001888968
410	0.01991595137
411	0.01990914675
412	0.01985171244
413	0.01982631951
414	0.01975026379
415	0.01974088522
416	0.01971370059
417	0.01967590172
418	0.01964121614
419	0.01930357045
420	0.0192777914
421	0.01918954521
422	0.01913321288
423	0.01908065937
424	0.01903223711
425	0.01897762703
426	0.01873952774
427	0.01873475626
428	0.01870045861
429	0.01868192781
430	0.01864343106
431	0.01863219727
432	0.0186262523
433	0.01860383573
434	0.01857570123
435	0.0185322622
436	0.01846936279
437	0.01845412322
438	0.01843550856
439	0.018429943
440	0.01826862024
441	0.01820595492
442	0.01819380423
443	0.0181804681
444	0.01814345381
445	0.01811156113
446	0.01807065598
447	0.01805425913
448	0.01798452814
449	0.01796390367
450	0.01793362956
451	0.01790487684
452	0.01788434991
453	0.01780808771
454	0.01779467708
455	0.01778262067
456	0.01776579946
457	0.0177369503
458	0.01765076128
459	0.01758392165
460	0.01751877905
461	0.01748640569
462	0.01747128812
463	0.01742969348
464	0.01742019744
465	0.01740520731
466	0.01732507913
467	0.01727487241
468	0.01714403155
469	0.01709020282
470	0.01706144646
471	0.01702845914
472	0.01696120324
473	0.01677470402
474	0.01675356298
475	0.0166923467
476	0.01668050568
477	0.01656534299
478	0.01655772354
479	0.0165020235
480	0.01644525621
481	0.01642192204
482	0.01640365235
483	0.0163712155
484	0.01636027741
485	0.01630454896
486	0.01629398322
487	0.01622602463
488	0.01620720372
489	0.01616592084
490	0.01610588782
491	0.0160751823
492	0.01604254218
493	0.01603061304
494	0.01600008957
495	0.01597578162
496	0.01594412285
497	0.01592170214
498	0.01569894433
499	0.01568624965
500	0.01561821768
501	0.0155790514
502	0.01555692305
503	0.01533211296
504	0.01527895166
505	0.01519651913
506	0.01518901121
507	0.01515131008
508	0.0151404041
509	0.01510081705
510	0.0150424452
511	0.01497493603
512	0.01489063196
513	0.01488336221
514	0.01485223409
515	0.01484523761
516	0.01483858948
517	0.01474618075
518	0.01472453861
519	0.01469872503
520	0.01467782774
521	0.01462833322
522	0.01460217924
523	0.01456505489
524	0.01453709871
525	0.01451771333
526	0.01450028248
527	0.01446741299
528	0.01443077664
529	0.0143564394
530	0.01432563473
531	0.01429202138
532	0.01425560001
533	0.01424847501
534	0.01424381062
535	0.01423673137
536	0.01420296496
537	0.01418275377
538	0.01416231562
539	0.0141023216
540	0.01405469684
541	0.01404143036
542	0.01400730761
543	0.01399593983
544	0.01395568392
545	0.01391573968
546	0.01391271822
547	0.01390808415
548	0.01390433792
549	0.0138315386
550	0.0138101729
551	0.01380221475
552	0.01363642572
553	0.01359700194
554	0.0135462105
555	0.01352132274
556	0.01350833603
557	0.0135031051
558	0.01345873029
559	0.01344749381
560	0.0134277608
561	0.01341992246
562	0.01340673975
563	0.01338871349
564	0.01335784246
565	0.01334415858
566	0.01333848095
567	0.01329662583
568	0.01328309132
569	0.01327995897
570	0.0132584941
571	0.01320981054
572	0.01320604153
573	0.01319867907
574	0.01318451185
575	0.01315654321
576	0.01314423943
577	0.01312417017
578	0.01300553896
579	0.01297948288
580	0.01296739578
581	0.01292064276
582	0.01290259476
583	0.01286731425
584	0.01285929055
585	0.01280128029
586	0.01274779498
587	0.01273892247
588	0.01268816065
589	0.01259015142
590	0.01258264142
591	0.01255061012
592	0.0125251726
593	0.01249423471
594	0.01248667393
595	0.01241068315
596	0.01240499654
597	0.01239646594
598	0.0123875676
599	0.01236946086
600	0.01233783118
601	0.01232985202
602	0.01230007894
603	0.01228910827
604	0.01227824336
605	0.01226746166
606	0.01225222005
607	0.01221328122
608	0.01214396953
609	0.01213420802
610	0.0121204728
611	0.01210785466
612	0.01209409972
613	0.01207415348
614	0.01205682845
615	0.01205114599
616	0.01203974265
617	0.01201942097
618	0.01200939564
619	0.01200162516
620	0.01199385966
621	0.01195349858
622	0.01194015803
623	0.01192641016
624	0.01189654972
625	0.01187597279
626	0.01186892611
627	0.0118585998
628	0.01184634495
629	0.01183838523
630	0.01182136459
631	0.01181247731
632	0.01171010714
633	0.01170555798
634	0.01164861148
635	0.01161747498
636	0.01160799426
637	0.01159647268
638	0.01158024361
639	0.01157352477
640	0.01155790624
641	0.01154737015
642	0.01152922689
643	0.01151351161
644	0.01149839455
645	0.01146417712
646	0.01145713329
647	0.01142112258
648	0.01141210687
649	0.01139360791
650	0.01138828694
651	0.01138142901
652	0.01137070328
653	0.01134804411
654	0.01134079034
655	0.01132896431
656	0.01124306231
657	0.01119557742
658	0.01118724376
659	0.01116455527
660	0.01115469831
661	0.01114464453
662	0.01111812926
663	0.01111003736
664	0.01110355888
665	0.01108796946
666	0.01105527395
667	0.01104087068
668	0.01102570633
669	0.01102387437
670	0.01100192592
671	0.01097735169
672	0.01097397447
673	0.01096441198
674	0.01087868027
675	0.01081655463
676	0.01081180726
677	0.01080157381
678	0.01078401861
679	0.01075021185
680	0.01074379548
681	0.01071668217
682	0.01070193969
683	0.01069057257
684	0.01068568913
685	0.01068125397
686	0.01065381308
687	0.01062769179
688	0.01061143025
689	0.01059420623
690	0.01058428329
691	0.01056799646
692	0.01054918485
693	0.01053174095
694	0.01052673755
695	0.01051763567
696	0.01048936943
697	0.01047927555
698	0.01047159032
699	0.01045470316
700	0.01042462376
701	0.01040347423
702	0.01037763194
703	0.01036874261
704	0.0103600789
705	0.01034003166
706	0.01030050765
707	0.01029074868
708	0.01028012695
709	0.01026487905
710	0.01025931492
711	0.01025011958
712	0.01016265474
713	0.01013516499
714	0.01003865113
715	0.0100098108
716	0.009983136586
717	0.009974752884
718	0.009965973966
719	0.00995700726
720	0.009893129995
721	0.009881163811
722	0.009857120597
723	0.009843153
724	0.009836899505
725	0.009821260284
726	0.009813779991
727	0.009808031731
728	0.009796515211
729	0.009787787346
730	0.009732758598
731	0.009725729696
732	0.009714338633
733	0.009642554643
734	0.009634980864
735	0.009619903113
736	0.009611440778
737	0.009604910118
738	0.009594834839
739	0.009546042414
740	0.009543035001
741	0.009537193696
742	0.009532214366
743	0.009514767238
744	0.009510107306
745	0.00950000239
746	0.009497013211
747	0.009490849522
748	0.00948673756
749	0.009473169562
750	0.009460355908
751	0.00945630691
752	0.009436373497
753	0.009427288062
754	0.009419456033
755	0.009395898963
756	0.009389754314
757	0.009350257505
758	0.009344469656
759	0.009334941869
760	0.009329482928
761	0.009314847537
762	0.009302908346
763	0.009297763415
764	0.009294652157
765	0.009282314222
766	0.009277266603
767	0.009271836971
768	0.009242423707
769	0.009182088552
770	0.009176721593
771	0.009175867856
772	0.009174071245
773	0.009160486008
774	0.009148013346
775	0.009130528915
776	0.009124040622
777	0.00910788635
778	0.009092615326
779	0.009085794839
780	0.009079755087
781	0.009077617275
782	0.009068058507
783	0.009064530366
784	0.009056969214
785	0.009036422595
786	0.009030381377
787	0.009019550978
788	0.009015156042
789	0.008987759286
790	0.008965481522
791	0.008955413666
792	0.008947423883
793	0.008937388752
794	0.008927591692
795	0.00892123288
796	0.008911384685
797	0.008901361733
798	0.00889834587
799	0.008895245827
800	0.008859172609
801	0.008776762051
802	0.008774652219
803	0.008748486711
804	0.008746054769
805	0.008740817266
806	0.008733088406
807	0.008720421073
808	0.008700462407
809	0.008687392763
810	0.008682902183
811	0.008679861814
812	0.00866338804
813	0.008651486095
814	0.008635473046
815	0.008615146623
816	0.008606681612
817	0.008585777719
818	0.008581515736
819	0.008577303687
820	0.008560255092
821	0.008555877336
822	0.008548680641
823	0.008546414219
824	0.008544004497
825	0.008538885434
826	0.008525093609
827	0.00850695303
828	0.008502498336
829	0.008498650389
830	0.008442502722
831	0.008432237243
832	0.008420790776
833	0.008414371626
834	0.00841175409
835	0.008404868689
836	0.008361659603
837	0.008359850428
838	0.008340239791
839	0.008284644191
840	0.008280875768
841	0.008271079433
842	0.008269135028
843	0.008256196412
844	0.008252330995
845	0.008237007592
846	0.008231224255
847	0.008215617574
848	0.008208885375
849	0.00818798597
850	0.008176951302
851	0.008174882881
852	0.008171285681
853	0.008157789027
854	0.00814547928
855	0.008130394779
856	0.008121803502
857	0.008117419676
858	0.008110223494
859	0.008097945858
860	0.008084263196
861	0.008079788902
862	0.008067686099
863	0.008059689547
864	0.00802083586
865	0.0080146396
866	0.008000804134
867	0.007994736381
868	0.007992184347
869	0.007959636893
870	0.007932707736
871	0.007918972184
872	0.007914103828
873	0.0078930122
874	0.007890043391
875	0.007885573464
876	0.007877725028
877	0.007867122017
878	0.007857953293
879	0.007846038914
880	0.00783343866
881	0.007816518365
882	0.007812036016
883	0.007803333654
884	0.007787305204
885	0.007783135917
886	0.007771902316
887	0.007737267673
888	0.007701790826
889	0.007700170379
890	0.007667853728
891	0.007665027656
892	0.007659069358
893	0.007654317785
894	0.007652450037
895	0.007631593526
896	0.007618855841
897	0.007597579777
898	0.007585605571
899	0.007582111436
900	0.007578577639
901	0.007577312633
902	0.007573853143
903	0.007572191382
904	0.007562346803
905	0.00755387056
906	0.007543018706
907	0.007529889456
908	0.007526092741
909	0.007518857349
910	0.007504869412
911	0.007503938405
912	0.007481010815
913	0.007474481625
914	0.007472155143
915	0.007467009776
916	0.007456104178
917	0.007452823417
918	0.007442104621
919	0.007413743356
920	0.007397417017
921	0.007393565419
922	0.007371396856
923	0.00736182407
924	0.007351749796
925	0.007339926456
926	0.007324077957
927	0.007321618707
928	0.007292938044
929	0.007292401291
930	0.007290103957
931	0.007282024416
932	0.007278472016
933	0.007273555573
934	0.007263879519
935	0.007257172447
936	0.007240044347
937	0.007232186223
938	0.007228989707
939	0.007215868237
940	0.007204761489
941	0.007201428755
942	0.007197043372
943	0.00718965944
944	0.007186701933
945	0.007183100858
946	0.007169179287
947	0.007167484758
948	0.007164732289
949	0.007159478108
950	0.007158237457
951	0.007153898999
952	0.007152061155
953	0.007142748458
954	0.007140320149
955	0.007139510612
956	0.00707981798
957	0.007069576313
958	0.007060346517
959	0.007046514643
960	0.007038195705
961	0.00703326156
962	0.007027567781
963	0.007021145737
964	0.007016932429
965	0.007012423204
966	0.006989177094
967	0.00698574082
968	0.006979447902
969	0.006976204769
970	0.006971519861
971	0.006966992593
972	0.006963952758
973	0.006957197568
974	0.006949992506
975	0.006937765649
976	0.006936723105
977	0.006925940988
978	0.006903882393
979	0.006882889471
980	0.00687386669
981	0.006864208965
982	0.006861850516
983	0.006849791791
984	0.006839321034
985	0.006837436031
986	0.006830900493
987	0.006826061283
988	0.006819744119
989	0.006808650408
990	0.006804226226
991	0.006791951458
992	0.006780873453
993	0.00677456137
994	0.006772165387
995	0.006764748564
996	0.006755814225
997	0.006748955845
998	0.006747954425
999	0.006740436952
